,title,original_language,overview,popularity,production_companies,release_date,budget,revenue,runtime,vote_average,vote_count,poster_path,return,genre_1,genre_2
20855,Veronica Mars,en,Years after walking away from her past as a teenage private eye Veronica Mars gets pulled back to her hometown - just in time for her high school reunion - in order to help her old flame Logan Echolls who's embroiled in a murder mystery.,7.969,Other,2014-03-13,6000000.0,3485127.0,107.0,6.6,965.0,/fKoxUYNZBTcU6t2G1J3nFYtnwok.jpg,0.5808545,Comedy,Drama
20866,Chasing the Dragon,cn,An illegal immigrant from Mainland China sneaks into the corrupt British-colonized Hong Kong in 1963 transforming himself into a ruthless drug lord.,7.964,Other,2017-09-28,200005000.0,445000000.0,128.0,7.015,68.0,/Lc0XGNZmsFe3uA1UMqhlBiJSY4.jpg,2.22494437639059,Action,Crime
20868,The Spanish Apartment,fr,A strait-laced French student moves into an apartment in Barcelona with a cast of six other characters from all over Europe. Together they speak the international language of love and friendship.,7.963,Other,2002-06-19,5300000.0,3897799.0,122.0,7.1,976.0,/qKq4uLZDAJhBfpRsfPRYouQ5jW5.jpg,0.7354337735849057,Drama,Comedy
20910,Destination Moon,en,Postulates the first manned trip to the moon happening in the (then) near future and being funded by a consortium of private backers. Assorted difficulties occur and must be overcome in-flight. Attempted to be realistic with Robert A. Heinlein providing advice.,7.952,Other,1950-06-27,592000.0,5000000.0,91.0,5.9,64.0,/lueGf86b2UhOh7bMLWNR66dr3BF.jpg,8.445945945945946,Science Fiction,Drama
20923,Gigi,en,A home a motorcar servants the latest fashions: the most eligible and most finicky bachelor in Paris offers them all to Gigi. But she who's gone from girlish gawkishness to cultured glamour before our eyes yearns for that wonderful something money can't buy.,7.947,Other,1958-05-15,3319355.0,13200000.0,116.0,6.3,261.0,/1sF5o9Cs5GMx3cYmXD64WEQBLJn.jpg,3.9766761916095144,Comedy,Romance
20931,Thuppakki,ta,An army captain is on a mission to track down and destroy a terrorist gang and deactivate the sleeper cells under its command.,7.944,Other,2012-11-13,11000000.0,28000000.0,165.0,7.2,67.0,/sTNlPGZZyIAQeRVrtYYnBG5agxs.jpg,2.5454545454545454,Action,Thriller
20935,Intruders,en,Though no one can see him Hollow Face lurks in the corners desperately desiring love but only knowing how to spread fear and hate. He creeps into the life of John Farrow after Farrow’s beloved 13-year-old daughter Mia is assaulted in their home. The line between the real and the imaginary blurs as fissures start to open within the family unit. It seems that no security measure can keep Hollow Face out.,7.943,Other,2011-09-12,13000000.0,3012210.0,100.0,5.4,430.0,/erGjRCwzKOGHxJ32fR5ObGYtBBK.jpg,0.23170846153846153,Thriller,Horror
20937,Not Fade Away,en,Set in suburban New Jersey in the 1960s a group of friends form a rock band and try to make it big.,7.941,Other,2012-12-21,20000000.0,610792.0,112.0,5.7,57.0,/qHYG8V2L4mjQSOiTFG6jheMXZOo.jpg,0.0305396,Drama,
20940,Eve's Bayou,en,Summer heats up in rural Louisiana beside Eve’s Bayou 1962 as the Batiste family tries to survive the secrets they’ve kept and the betrayals they’ve endured.,7.941,Other,1997-11-07,6000000.0,14842388.0,109.0,6.5,100.0,/33yTPcGSv7eo3FVlb7XKACHl1M8.jpg,2.4737313333333333,Drama,
20945,Aquarius,pt,Clara a vibrant former music critic and widow with flowing tresses is the only remaining apartment owner in a beautiful older building targeted for demolition by ruthless luxury high-rise developers. Clara proves to be a force to be reckoned with as she thwarts the builders plans to kick her out of the apartment.,7.938,Other,2016-09-01,762241.0,285930.0,147.0,7.5,409.0,/Xue7dRut5p2l6a9oCwTLI53GM9.jpg,0.3751175809225691,Drama,
20979,The Queen of Spain,es,After her experiences in Nazi Germany actress Macarena Granada traveled to Hollywood where she became a star. In the 1950s the diva returns to Francoist Spain to star a Hollywood blockbuster about Queen Isabella I of Castile. (A sequel to The Girl of Your Dreams 1998.),7.929,Other,2016-11-25,11800000.0,1236731.0,130.0,5.2,76.0,/5dPUXLTRn0B68CfXqniTeUdH9jF.jpg,0.10480771186440678,Comedy,
20984,The Out-of-Towners,en,The adventures of married couple Henry and Nancy Clark vexed by misfortune while in New York City for Henry's job interview.,7.927,Other,1999-04-02,75000000.0,29000000.0,90.0,5.729,177.0,/wOmLJYh7oOfATE236XpoDfcXhOh.jpg,0.38666666666666666,Comedy,
21003,In the Land of Blood and Honey,en,During the Bosnian War Danijel a soldier fighting for the Serbs re-encounters Ajla a Bosnian who's now a captive in his camp he oversees. Their once promising connection has become ambiguous as their motives have changed.,7.923,Other,2011-12-22,10000000.0,303877.0,127.0,5.9,130.0,/h1r4qey0K8PG9OgQdDqQcXtMq6c.jpg,0.0303877,Drama,Romance
21010,Employee of the Month,en,When he hears that the new female employee digs ambitious men who are the store employee of the month a slacker gets his act together but finds himself in competition with his rival an ambitious co-worker.,7.921,Other,2006-10-06,12000000.0,38368909.0,103.0,5.5,524.0,/vfALEF9wz4CEep071iOwM5Qqd17.jpg,3.1974090833333335,Comedy,Romance
21013,Black Dawn,en,Jonathan Cold returns this time he goes Undercover to stop a group of Terrorists before they bomb Los Angeles.,7.92,Other,2005-01-01,16000000.0,63709.0,96.0,4.2,65.0,/jUqyNMJQ45fRsIiIqU5TlcJnpif.jpg,0.0039818125,Action,
21014,King of California,en,Charlie gets released from an insane asylum and moves in with Miranda the young daughter he left behind. Charlie believes that there is treasure hidden beneath the local Costco so he puts together a plan to unearth the loot. By convincing Miranda to quit her job at McDonald's and instead work at the wholesale store he is able to obtain a key. Although Miranda is skeptical she helps her father with his irrational quest.,7.92,Other,2007-01-24,10000000.0,1045786.0,93.0,6.5,289.0,/zLoa3oJ83zo9g3mV9LNCHbqO7jH.jpg,0.1045786,Comedy,Drama
21021,Dance with the Devil,es,She's sexy shameless and loves taking people to their limit. She's a dangerous young woman who dreams about a jaguar that licks her naked body and sleeps by her side. Her past is bathed in blood and weird passions. Now she's met the man of her wildest dreams. He's dark tough and mysterious. He likes robbing banks trafficking in corpses and spicing it all with voodoo rituals. Together the duo sets off toward Mexico destined to become the most feared outlaws in the continent.,7.919,Other,1997-10-31,7552917.0,2957970.0,126.0,6.5,167.0,/eOy4TW53Ru2sdRgDcD6YLevjrpf.jpg,0.3916327956470328,Action,Thriller
21036,Angels in the Outfield,en,Roger is a foster child whose irresponsible father promises to get his act together when Roger's favourite baseball team the California Angels wins the pennant. The problem is that the Angels are in last place so Roger prays for help to turn the team around. Sure enough his prayers are answered in the form of angel Al.,7.915,Other,1994-07-15,31000000.0,50236831.0,102.0,5.964,360.0,/bVhGSVLgDo28i9rUBtlpL83iaYH.jpg,1.620542935483871,Comedy,Family
21038,A.R.O.G,tr,Commander Logar fools Arif and sends him 1.000.000 years back in the time. He must civilize people from past to reach today.,7.915,Other,2008-12-05,8500000.0,9582732.0,127.0,6.8,164.0,/oWhCozl58kpEtM2TdcH3Vs6SUCV.jpg,1.1273802352941176,Science Fiction,Fantasy
21039,Prophecy,en,When a dispute occurs between a logging operation and a nearby Native American tribe Dr. Robert Verne and his wife Maggie are sent in to mediate. Chief John Hawks insists the loggers are poisoning the water supply and though company man Isley denies it the Vernes can't ignore the strangely mutated wildlife roaming the woods. Robert captures a bear cub for testing and soon finds himself the target of an angry mutant grizzly.,7.915,Paramount,1980-02-02,12000000.0,54000000.0,102.0,5.4,105.0,/8jCyz5IRWmu8R5FhRO2BqtQXnCj.jpg,4.5,Horror,Science Fiction
21043,Under Suspicion,en,"A lawyer is asked to come to the police station to clear up a few loose ends in his witness report of a foul murder. ""This will only take ten minutes"" they say but it turns out to be one loose end after another and the ten minutes he is away from his speech become longer and longer.",7.913,Other,2000-09-24,25000000.0,1308242.0,110.0,6.1,385.0,/rAu7CA2qLTaXZd0fHVeNI2NB5WN.jpg,0.05232968,Thriller,Crime
21044,A Woman Is a Woman,fr,Longing for a baby a stripper pursues another man in order to make her boyfriend jealous.,7.913,Other,1961-09-06,160000.0,100655.0,83.0,7.4,299.0,/xrZu21hriGJQY3qY8nifh2smVHu.jpg,0.62909375,Comedy,Drama
21048,The Wrong Man,en,"In 1953 an innocent man named Christopher Emmanuel ""Manny"" Balestrero is arrested after being mistaken for an armed robber.",7.911,Warner Bros. Pictures,1956-12-22,1200000.0,2000000.0,106.0,7.1,413.0,/pO5XR2R56RAbVjdks9gGGn0fbOa.jpg,1.6666666666666667,Crime,Drama
21066,Mio in the Land of Faraway,en,They're two best friends a million miles from home. On an incredible adventure beyond the boundaries of space and time. A fantasy about a lonely boy who is transferred from his dull life with his adoptive parents to the land where his real father is the king.,7.906,Other,1987-07-01,7200000.0,2300000.0,99.0,6.1,73.0,/4qomlLTmHwOgxSb8zpbE4aNOB9Y.jpg,0.3194444444444444,Adventure,Drama
21074,2.0,ta,An ornithologist who commits suicide returns as fifth force to wreack vengeance on mankind for harming birds with mobile phone radiation. The only thing that is standing in his way is 2.0 the upgraded version of Chitti the robot.,7.903,Other,2018-11-29,77000000.0,114629169.0,149.0,6.1,118.0,/utIyGFUTK9miZxBx53jzJZfqc7R.jpg,1.4886905064935065,Action,Science Fiction
21091,Weekend at Bernie's II,en,Everybody's favorite stiff is back! Working fools Larry Wilson and Richard Parker have uncovered a dirty little secret: Their former boss Bernie Lomax embezzled $2 million and placed it in a safe deposit box in the Caribbean. Now the boys are ready to go after the loot but they can't do it alone -- they need poor Bernie's help. Can the buddies give their ex-boss new life?,7.897,Other,1993-07-09,7000000.0,12741891.0,97.0,5.086,244.0,/23hRj34VyPNr8MyV8rKC2hd7JB1.jpg,1.8202701428571428,Comedy,
21100,Wizards,en,After the death of his mother the evil mutant wizard Blackwolf discovers some long-lost military technologies. Full of ego and ambition Blackwolf claims his mother's throne assembles an army and sets out to brainwash and conquer Earth. Meanwhile Blackwolf's gentle twin brother the bearded and sage Avatar calls upon his own magical abilities to foil Blackwolf's plans for world domination -- even if it means destroying his own flesh and blood.,7.895,Other,1977-02-09,1200000.0,9000000.0,80.0,6.2,147.0,/j6vnfriBL36OtnbXLhA5htk83rG.jpg,7.5,Animation,Fantasy
21103,Being Julia,en,Julia Lambert is a true diva: beautiful talented weathly and famous.  She has it all - including a devoted husband who has mastermined her brilliant career - but after years of shining in the spotlight she begins to suffer from a severe case of boredom and longs for something new and exciting to put the twinkle back in her eye.  Julia finds exactly what she's looking for in a handsome young American fan but it isn't long before the novelty fling adds a few more sparks than she was hoping for.  Fortuately for her this surprise twist in the plot will thrust her back into the greatest role of her life.,7.895,Other,2004-09-03,18000000.0,14339171.0,104.0,6.6,78.0,/wiJp4pN2bYgtWQqZYZhGNLeFmx8.jpg,0.7966206111111112,Comedy,Drama
21111,Suburban Commando,en,Shep Ramsey is an interstellar hero righting wrongs etc. His ship is damaged after a fight with an interstellar nasty and he must hide out on Earth until it can recharge. He leaves his power suit at home but still finds himself unable to allow wrongs to go unrighted and so mixes it up with bad drivers offensive paperboys muggers and the like.,7.893,New Line Cinema,1991-10-04,11000000.0,8000000.0,88.0,4.8,138.0,/hXAIGWdfxCQ1d5XFGcwudNdgagN.jpg,0.7272727272727273,Action,Comedy
21155,Fall,en,For Michael Shiver life as an easy-going cab driver in New York suddenly changes when he picks up supermodel Sarah Easton and falls head over heels in love. But Sarah has more than just passion on her mind; she also has a husband and a glamorous lifestyle that she can't seem to leave behind. Torn between her feelings for Michael and the security of her marriage Sarah is forced to make a realistic decision about the sacrifices that must be made to be truly and totally in love.,7.88,Other,1997-06-20,1000000.0,51266.0,93.0,6.8,11.0,/4nRzyiVckWoqE9Vpm35yZTrfkJM.jpg,0.051266,Drama,Romance
21160,Baadshah,hi,A small time detective is mistaken as a CBI agent and gets embroiled in a deadly mission to save the Chief Minister from an assassination attempt.,7.879,Other,1999-08-27,9000000.0,1400000.0,175.0,6.554,74.0,/fXGeUIbEfgO3cfHuYuPkXnKVt43.jpg,0.15555555555555556,Action,Comedy
21165,Agatha,en,England 1926. An American journalist looks for mystery writer Agatha Christie when she suddenly disappears without explanation leaving no trace.,7.879,Other,1979-02-09,3500000.0,7500000.0,99.0,6.5,39.0,/nbpsaFFYSeCUGkrvc2W7JD1SoI8.jpg,2.142857142857143,Drama,Mystery
21175,When the Last Sword Is Drawn,ja,Kanichiro Yoshimura is a Samurai and Family man who can no longer support his wife and children on the the low pay he receives from his small town clan he is forced by the love for his family to leave for the city in search of higher pay to support them.,7.876,Other,2003-01-18,4000000.0,2487338.0,137.0,7.6,81.0,/nR2BXaLS3eSpDBEhEZP1rKubwbj.jpg,0.6218345,Action,Drama
21181,Big Trouble,en,"The story of how a mysterious suitcase brings together and changes the lives of a divorced dad an unhappy housewife two hitmen a pair of street thugs two love struck teens two FBI men and a psychedelic toad. Based on Pulitzer Prize-winning humorist Dave Barry's best-selling first novel ""Big Trouble.""",7.874,Other,2002-04-05,40000000.0,8493890.0,85.0,6.2,242.0,/h844gBztdYMLrroUen6qbsomrGx.jpg,0.21234725,Action,Comedy
21184,Basquiat,en,The brief life of Jean Michel Basquiat a world renowned New York street artist struggling with fame drugs and his identity.,7.872,Other,1996-08-09,2962051.0,3011195.0,108.0,6.7,230.0,/qS3zqMxjcXcHUUExvt2uhRvqi8Y.jpg,1.016591206565991,Drama,History
21185,Surviving the Game,en,A homeless man is hired as a survival guide for a group of wealthy businessmen on a hunting trip in the mountains unaware that they are killers who hunt humans for sport and that he is their new prey.,7.871,Other,1994-04-15,7400000.0,7690013.0,96.0,6.1,146.0,/wRtpJFGney5gqHmMb3JjT5WN3FH.jpg,1.0391909459459459,Action,Thriller
21192,Titeuf,fr,"Titeuf is a comic series created by Swiss draughtsman Zep (real name Philippe Chapuis) depicting the life of a young boy (the title's namesake Titeuf ""Tootuff"" in the English translation) and his vision of the adult world & themes such as love sex seduction and mysteries about the girls.  In this film Titeuf (Donald Reignoux) is off on a new comedic adventure! Things get complicated when Nadia (Melanie Bernier) doesn’t invite Titeuf to her birthday party which is surely the most horrible moment of his life. Before long Titeuf’s whole life is turned upside down when his parents are nearly deported. Everything continues to spiral out of control even in the midst of Titeuf’s exhaustive attempts to make matters right.",7.869,Other,2011-04-06,15000000.0,13970489.0,87.0,5.7,121.0,/3gNhlzuvJ8TP0utG6fBnqAuuzy2.jpg,0.9313659333333333,Animation,Comedy
21193,After the Thin Man,en,Nick and Nora Charles investigate when Nora's cousin reports her disreputable husband is missing and find themselves in a mystery involving the shady owners of a popular nightclub a singer and her dark brother the cousin's forsaken true love and Nora's bombastic and controlling aunt.,7.869,Metro-Goldwyn-Mayer,1936-12-25,673000.0,3165000.0,112.0,7.4,125.0,/1fkCHOffEkPOY0UwSrvzG6YKDVp.jpg,4.702823179791976,Comedy,Crime
21195,Funny Farm,en,Sportswriter Andy Farmer moves with his schoolteacher wife Elizabeth to the country in order to write a novel in relative seclusion. Of course seclusion is the last thing the Farmers find in the small eccentric town where disaster awaits them at every turn.,7.869,Warner Bros. Pictures,1988-06-03,19000000.0,25537221.0,101.0,6.2,216.0,/tW6LGDEZrJpLbvEGkHk51MyQqJC.jpg,1.3440642631578947,Comedy,
21205,The Nile Hilton Incident,en,Cairo 2011. A police officer investigates the murder of a woman in a luxurious hotel in the days leading up to the Egyptian revolution.,7.866,Other,2017-06-19,4250000.0,81089.0,111.0,6.6,298.0,/fcQOeSQV6flz28ybZCkcmCsdqkR.jpg,0.01907976470588235,Thriller,Drama
21207,The History Boys,en,The story of an unruly class of bright funny history students at a Yorkshire grammar school in pursuit of an undergraduate place at Oxford or Cambridge. Bounced between their maverick English master a young and shrewd teacher hired to up their test scores a grossly out-numbered history teacher and a headmaster obsessed with results the boys attempt to pass.,7.865,Other,2006-10-02,4000000.0,13401952.0,109.0,6.8,167.0,/AZvkyBkqSUTyJgePwDHL3R5snj.jpg,3.350488,Comedy,Drama
21209,Kevin Hart: What Now?,en,Comedian Kevin Hart performs in front of a crowd of 50000 people at Philadelphia's outdoor venue Lincoln Financial Field.,7.865,Other,2016-10-14,9900000.0,23600000.0,96.0,6.5,218.0,/lFg4tx0jAYkgrcm1bPBlM0FbQvH.jpg,2.3838383838383836,Comedy,
21224,"What's Up, Doc?",en,The accidental mix-up of four identical plaid overnight bags leads to a series of increasingly wild and wacky situations.,7.861,Other,1972-03-09,4000000.0,66000000.0,94.0,7.3,290.0,/b4CN66eZqUUuVYDBm73TMHdauLh.jpg,16.5,Comedy,Romance
21233,Sweet Sweetback's Baadasssss Song,en,"After saving a Black Panther from some racist cops a black male prostitute goes on the run from ""the man"" with the help of the ghetto community and some disillusioned Hells Angels.",7.86,Other,1971-04-23,150000.0,15200000.0,97.0,5.2,83.0,/b8WohfEVW6nCnHBlQGXmXmSJJhW.jpg,101.33333333333333,Action,Drama
21253,Once Bitten,en,Mark wants to lose his virginity but his girlfriend wants to wait. Unfortunately for both of them a 400-year-old vampire Countess needs to turn a virgin into a vampire before Halloween in order to preserve her own youthful appearance and when she finds Mark she turns his life upside-down.,7.855,Other,1985-11-15,3200000.0,10000000.0,94.0,5.8,238.0,/eK3dxRrMQGpZ1kLD9wdyOI8urFZ.jpg,3.125,Comedy,Horror
21259,The Joneses,en,A seemingly perfect family moves into a suburban neighborhood but when it comes to the truth as to why they're living there they don't exactly come clean with their neighbors.,7.854,Other,2010-04-16,10000000.0,7022728.0,96.0,6.2,506.0,/k2oWuzmnDaszX2Xn04SSB0mF41B.jpg,0.7022728,Comedy,Drama
21262,Detention,en,A heroic high school teacher leads a band of students trapped in school by violent drug-runners.,7.853,Other,2003-07-05,5000000.0,16324.0,98.0,4.6,38.0,/75lub4L2d052VgLZVoB5AJ4jMYl.jpg,0.0032648,Action,Thriller
21275,Boys on the Side,en,After breaking up with her girlfriend a nightclub singer Jane answers a personal ad from Robin a real estate agent with AIDS seeking a cross-country travel partner. On their journey from New York City to Los Angeles the two stop by Pittsburgh to pick up Jane's friend Holly who is trying to escape an abusive relationship. With three distinct personalities the women must overcome their differences to help one another.,7.85,Other,1995-02-03,21000000.0,23450000.0,115.0,6.4,177.0,/2dhZnfBjiza5TupvOupRU4hFAcJ.jpg,1.1166666666666667,Comedy,Drama
21278,The Affair of the Necklace,en,In pre-Revolutionary France a young aristocratic woman left penniless by the political unrest in the country must avenge her family's fall from grace by scheming to steal a priceless necklace.,7.848,Other,2001-11-20,30000000.0,1198113.0,118.0,5.6,66.0,/znhOUWtW8TJ6IHpMMsBT4ENG3ow.jpg,0.0399371,Drama,History
21288,Madras Cafe,hi,An Indian intelligence agent journeys to a war-torn coastal island to break a resolute rebel group and meets a passionate journalist.,7.845,Other,2013-08-23,5400000.0,6500000.0,130.0,6.6,87.0,/4xF2CXNDhiPtnVDPLbGENS9lIrt.jpg,1.2037037037037037,Thriller,Drama
21289,Rustom,hi,"A naval officer is devastated to learn about his wife's extramarital affair with a rich businessman while he was away. He pays him a visit and shoots him to death following which he surrenders himself but claims to be ""not guilty"" in the court much to the surprise of the businessman's sister and the officers dealing with his case.",7.844,Other,2016-08-12,6114349.0,26309214.0,148.0,7.0,91.0,/xwf74VcrHu1etzOsRVx7nckPPLR.jpg,4.302864295119562,Thriller,Drama
21290,The Players Club,en,Single mother Diana struggles to provide for her child and pay for her college education. When she meets two dancers from a nearby gentlemen's club Diana's convinced there's fast money to be made stripping.,7.844,New Line Cinema,1998-04-08,4500000.0,23261485.0,104.0,6.4,60.0,/zq6D4HBRK6GMaJj4w5n5QsKXkLF.jpg,5.169218888888889,Comedy,Drama
21302,Battle in Heaven,es,Set in Mexico City Carlos Reygadas's sexually explicit drama centers on a man in turmoil over his past actions. Chauffer Marcos feels compelled to reveal a dark secret to his boss's daughter Ana a wealthy woman who works as a prostitute just for the thrill of it. Marcos confesses that he and his wife committed a crime that ended in horrible tragedy. Haunted by his past Marcos searches for redemption.,7.84,Other,2005-05-15,1601792.0,253527.0,96.0,5.8,168.0,/uf1kUx8Ueuy822Py68mXPTdqc5F.jpg,0.15827710464280006,Drama,
21303,Playing God,en,"Stripped of his medical license after performing an operation while high on amphetamines famed LA surgeon Dr Eugene Sands abandons his former life only to find himself crossing paths with Raymond Blossom an infamous counterfeiter. Employed as a ""gun-shot doctor"" when Raymond's associates cannot risk visiting a hospital Eugene is lured deep into the criminal world and becomes entangled with his boss's girlfriend.",7.84,Other,1997-10-17,12000000.0,4166918.0,94.0,5.5,83.0,/gbxfRpEIpUfMVEv9M5TTGFGNHMt.jpg,0.34724316666666666,Drama,Action
21304,Spanish Movie,es,Grandes dosis de humor ingeniosos guiños a nuestro cine patrio más reciente un elenco artístico altamente ligado a la comedia y una elevada reserva de sorpresas constituyen los ingredientes de esta disparatada comedia: Spanish Movie.,7.839,Other,2009-12-03,33000000.0,6982465.0,83.0,4.9,141.0,/uUW7KgUKBi83kU0tlBJLYwdY4ZR.jpg,0.2115898484848485,Comedy,
21315,Slackers,en,Dave Sam and Jeff are about to graduate from Holden University with honors in lying cheating and scheming. The three roommates have proudly scammed their way through the last four years of college and now during final exams these big-men-on-campus are about to be busted by the most unlikely dude in school. Self-dubbed Cool Ethan an ambitious nerd with a bad crush enters their lives one day and everything begins to unravel.,7.835,Other,2002-02-01,14000000.0,6413915.0,86.0,5.165,161.0,/g3xn7tRnGxVwwKc2tge7nPssywQ.jpg,0.45813678571428573,Comedy,Romance
21318,Grind,en,Four skaters follow their idol on his summer tour in an attempt to get noticed get sponsored and become stars themselves.,7.835,Other,2003-08-15,6000000.0,5141166.0,105.0,6.2,112.0,/3ijvfbWQYLaFQ2PaX6hywnMW3Hv.jpg,0.856861,Action,Comedy
21341,Hell in the Pacific,en,During World War II a shot-down American pilot and a marooned Japanese navy captain find themselves stranded on the same small uninhabited island in the Pacific Ocean.,7.829,Other,1968-12-19,4150000.0,3230000.0,103.0,6.993,140.0,/skMm8VsGQXmTrw62MjEeOvnQjOG.jpg,0.7783132530120482,Drama,War
21348,Zarafa,fr,Inspired by the true story of the first giraffe to visit France Zarafa is a sumptuously animated and stirring adventure and a throwback to a bygone era of hand-drawn animation and epic storytelling set among sweeping CinemaScope vistas of parched desert wind-swept mountains and open skies.  Under the cover of darkness a small boy Maki loosens the shackles that bind him and escapes into the desert night. Pursued by slavers across the moon-lit savannah Maki meets Zarafa a baby giraffe – and an orphan just like him – as well as the nomad Hassan Prince of the Desert. Hassan takes them to Alexandria for an audience with the Pasha of Egypt who orders him to deliver the exotic animal as a gift to King Charles of France.,7.827,Other,2012-01-25,10750000.0,12197574.0,78.0,6.8,95.0,/gsTt2bxvffCIsRoZlXDqRGM01H9.jpg,1.1346580465116278,Family,Animation
21357,The Serpent and the Rainbow,en,A Harvard anthropologist is sent to Haiti to retrieve a strange powder that is said to have the power to bring human beings back from the dead. In his quest to find the miracle drug the cynical scientist enters the rarely seen netherworld of walking zombies blood rites and ancient curses. Based on the true life experiences of Wade Davis and filmed on location in Haiti it's a frightening excursion into black magic and the supernatural.,7.826,Universal Pictures,1988-02-05,7000000.0,19595031.0,98.0,6.4,384.0,/ohJ0wpumKn0vNCofd5S2LCmEt9t.jpg,2.799290142857143,Horror,Thriller
21374,The Sapphires,en,It's 1968 and four young talented Australian Aboriginal girls learn about love friendship and war when they entertain the US troops in Vietnam as singing group The Sapphires.,7.819,Other,2012-08-08,9000000.0,20400000.0,103.0,6.9,176.0,/i1wxFlUcC7EY6B8aMtzdk4jFPgW.jpg,2.2666666666666666,Comedy,Drama
21375,Away from Her,en,A man coping with the institutionalization of his wife because of Alzheimer's disease faces an epiphany when she transfers her affections to another man a wheel chair-bound mute who also is a patient at the nursing home.,7.819,Other,2007-05-04,3000000.0,9194283.0,110.0,7.1,174.0,/mRr8QTzkXMFLbE0cTBrTh0EO33a.jpg,3.064761,Drama,Romance
21382,All That Jazz,en,Joe Gideon is at the top of the heap one of the most successful directors and choreographers in musical theater. But he can feel his world slowly collapsing around him - his obsession with work has almost destroyed his personal life and only his bottles of pills keep him going.,7.816,Other,1979-12-16,12000000.0,37823676.0,123.0,7.5,381.0,/culCEdj4srLljefgn4XKd6k3C5t.jpg,3.151973,Drama,
21384,Silent Trigger,en,Waxman is a former Special Forces soldier who is now working as a heavily armed assassin for a top secret government agency. When a covert mission goes terribly wrong Waxman and fellow assassin Clegg become that agency's prime targets.,7.815,Other,1996-06-26,15000000.0,76382.0,93.0,5.2,66.0,/adYMNsj6oALEqD7CN5v67Mz8TCf.jpg,0.005092133333333334,Drama,Action
21402,Lonely Hearts,en,In the late 1940s a murderous couple known as the 'The Lonely Hearts Killers' kills close to a dozen people. Two detectives try to nab the duo who find their targets via the personals in the paper.,7.81,Other,2006-04-30,18000000.0,2520000.0,108.0,6.1,304.0,/qnQK4JUwEUFDKt7dSMY2fJmhv2f.jpg,0.14,Drama,Thriller
21413,The Swarm,en,Scientist Dr. Bradford Crane and army general Thalius Slater join forces to fight an almost invisible enemy threatening America; killer bees that have deadly venom and attack without reason. Disaster movie-master Irwin Allen's film contains spectacular special effects including a train crash caused by the eponymous swarm.,7.808,Warner Bros. Pictures,1978-07-14,21000000.0,7700000.0,116.0,5.0,141.0,/uAuPFiFBmqcyTcJOBMLH6z70f1y.jpg,0.36666666666666664,Thriller,Science Fiction
21420,A Quiet Passion,en,The story of American poet Emily Dickinson from her early days as a young schoolgirl to her later years as a reclusive unrecognized artist.,7.807,Other,2016-10-07,8138338.0,1864266.0,125.0,6.1,150.0,/k2WWlrMbuINyzDCfBuD48eN22QY.jpg,0.22907207835309862,Drama,
21424,Head of State,en,When a presidential candidate dies unexpectedly in the middle of the campaign the Democratic party unexpectedly picks a Washington D.C. alderman as his replacement.,7.806,Other,2003-03-28,35200000.0,37788228.0,95.0,5.5,242.0,/oh0FLmUdfSjLpPOD3siKh3NGbOG.jpg,1.0735292045454545,Comedy,
21431,Empire,en,A big time drug dealer Victor Rosa is looking to get out of the game and sees his chance with a big deal with a new friend who happens to be a Wall St. stockbroker. Thinking this will be his chance to go out on top Victor soon finds out that he has been double crossed and his last option is to get revenge.,7.803,Other,2002-12-06,4000000.0,18591272.0,90.0,6.083,84.0,/m6XxaRLltWox4C9pykjUILrlGp9.jpg,4.647818,Crime,Action
21438,The Contender,en,The vice president is dead and as the president makes his choice for a replacement a secret contest of wills is being waged by a formidable rival. When Senator Laine Hanson is nominated as the first woman in history to hold the office hidden agendas explode into a battle for power.,7.802,Other,2000-10-13,20000000.0,22428990.0,126.0,6.7,197.0,/duRe0F2GYHIDvqe2bqIAMP4gWeP.jpg,1.1214495,Drama,Thriller
21440,Howl,en,It's San Francisco in 1957 and an American masterpiece is put on trial. Howl the film recounts this dark moment using three interwoven threads: the tumultuous life events that led a young Allen Ginsberg to find his true voice as an artist society's reaction (the obscenity trial) and mind-expanding animation that echoes the startling originality of the poem itself. All three coalesce in a genre-bending hybrid that brilliantly captures a pivotal moment-the birth of a counterculture.,7.801,Other,2010-08-26,5000000.0,1183258.0,84.0,6.6,150.0,/4gy0rUIaaao1nx6pr1Dj1WpslcO.jpg,0.2366516,Drama,
21449,Who Killed Captain Alex?,en,Recognized as Uganda’s first action film Who Killed Captain Alex? is about the aftermath of a police raid in Kampala in which a police captain is killed.,7.798,Other,2015-03-01,200.0,200.0,64.0,6.5,100.0,/pbFJbm8a4KhB5kU18GU4ZpRnJFr.jpg,1.0,Action,Drama
21460,Surveillance,en,An FBI agent tracks a serial killer with the help of three of his would-be victims - all of whom have wildly different stories to tell.,7.795,Other,2008-02-08,3500000.0,1138322.0,97.0,5.9,255.0,/8CYX53rLeRonQjJOKyHkwAwBIWD.jpg,0.32523485714285716,Horror,Thriller
21474,My Beautiful Laundrette,en,A Pakistani Briton renovates a rundown laundrette with his male lover while dealing with drama within his family the local Pakistani community and a persistent mob of skinheads.,7.791,Other,1985-11-16,860000.0,2451545.0,98.0,6.8,215.0,/hfGWxrtbRnxg19ouEYBtQKtMZcN.jpg,2.8506337209302326,Comedy,Drama
